#Position (bp)	insert size
2.2197369005E9	289.8850393154085
2.2274577245E9	289.0331805838425
2.2351785485E9	290.7908816366293
2.2428993725E9	289.5769230769231
2.2506201965E9	289.43409937451685
2.2583410205E9	288.1074276656327
2.2660618445E9	286.9902144825658
2.2737826685E9	290.1322565562273
2.2815034925E9	287.98150689077664
2.2892243165E9	288.03319638894584
2.2957678785E9	288.6554351010841
2.2996282905E9	0.0
2.3046659645E9	0.0
2.3123867885E9	0.0
2.3201076125E9	274.4927487167287
2.3278284365E9	288.59449463729067
2.3355492605E9	290.0485494653453
2.3432700845E9	289.5624385264916
2.3509909085E9	288.7391845196959
2.3587117325E9	288.46774193548384
2.3664325565E9	286.7973272531509
2.3741533805E9	287.1946315275744
2.3818742045E9	287.9613859120552
2.3895950285E9	287.59550561797755
2.396948829E9	290.93487952794624
2.400809241E9	289.08099367925917
2.4050366765E9	287.58573254406025
2.4127575005E9	283.41951818321314
2.4204783245E9	283.73004658385094
2.4281991485E9	284.031837430283
2.4359199725E9	298.95454545454544
2.4436407965E9	292.8886288311067
2.4513616205E9	287.4003448606188
2.4590824445E9	287.384677840283
2.4668032685E9	287.6776763515598
2.4745240925E9	288.539748334567
2.4822449165E9	286.99404104254586
2.4884429455E9	286.7657181419413
2.4923033575E9	285.0095884938074
2.4976865645E9	285.8632639764898
2.5054073885E9	287.0073195090541
2.5131282125E9	288.02741508400294
2.5208490365E9	287.1548171120515
2.5285698605E9	286.9644087681383
2.5362906845E9	287.21558675769677
2.5440115085E9	287.92949580284113
2.5517323325E9	287.522926803115
2.5594531565E9	288.80111031821866
2.5671739805E9	286.91488547848667
2.572536198E9	289.09297034764825
2.57639661E9	288.0649042122255
2.5826156285E9	289.44212826072675
2.5903364525E9	290.4506749280814
2.5980572765E9	289.1325341587965
2.6057781005E9	290.69415402487357
2.6134989245E9	290.40004904064244
2.6212197485E9	288.5155438644438
2.6289405725E9	289.8684148096601
2.6366613965E9	289.7142786110881
2.6443822205E9	290.93421925834804
2.6513269605E9	290.28246569225223
2.6551873725E9	287.48936563713704
2.6598238685E9	284.6953929938181
2.6675446925E9	284.5544551708833
2.6752655165E9	285.4117167692865
2.6829863405E9	288.52084692324416
2.6907071645E9	284.4479219591505
2.6984279885E9	284.8213843614607
2.7061488125E9	283.2848869205168
2.7115190645E9	285.7031100934936
2.7153794765E9	285.0362456747405
2.7215904605E9	289.0998165914221
2.7293112845E9	288.89703939568443
2.7370321085E9	289.15217431378693
2.7447529325E9	285.786491149842
2.7524737565E9	286.1651936573954
2.7601945805E9	284.18288117200217
2.7679154045E9	285.7221537377829
2.774624444E9	288.84674641329445
2.778484856E9	0.0
2.7833570525E9	288.97438180900645
2.7910778765E9	290.5025012011418
2.7987987005E9	290.41173122673615
2.8065195245E9	289.2607070965446
2.8142403485E9	288.9144027243958
2.8211419075E9	287.5867623558955
2.8250023195E9	0.0
2.8296819965E9	0.0
2.8374028205E9	288.2967722728062
2.8451236445E9	288.37990435372575
2.8528444685E9	285.57384471966975
2.8605652925E9	284.0502358205345
2.8682861165E9	286.2645617529881
2.8735740255E9	288.75145360740316
2.8774344375E9	283.0475863422292
2.8837277645E9	289.73616993967397
2.8914485885E9	288.78142840939165
2.8991694125E9	288.0555464256368
2.9068902365E9	290.37814160562976
2.9146110605E9	287.73575218799533
2.9223318845E9	287.0244879895754
2.9300527085E9	286.24714352793865
2.9377735325E9	286.82187262116213
2.9454943565E9	287.06681614349776
2.9532151805E9	289.4349279538905
2.9609360045E9	289.8023115514066
2.9686568285E9	289.98461087888387
2.9763776525E9	288.9739281703477
2.9840984765E9	288.95667862373443
2.9918193005E9	288.96932205832894
2.9995401245E9	289.0023630225915
3.0072609485E9	289.1022624781716
3.0149817725E9	288.4670884030199
3.0227025965E9	289.3689302238632
3.028802713E9	287.89932111337407
3.032663125E9	290.40458015267177
3.0381442445E9	284.4016842105263
3.0458650685E9	285.9009656872817
3.0535858925E9	293.68794326241135
3.0613067165E9	293.6536312849162
3.0690275405E9	0.0
3.0767483645E9	0.0
3.0844393045E9	290.1507742461288
3.088278117E9	293.38558387915737
3.088307901E9	279.29081881888993
