#Position (bp)	mapping quality
1.8877414685E9	41.40680549293798
1.8954622925E9	37.038219213876616
1.9031831165E9	41.778026414141394
1.9109039405E9	41.64937634052757
1.9186247645E9	41.72450230526537
1.9263455885E9	41.71998054708652
1.9340664125E9	41.67965206516362
1.940847249E9	41.57941124781082
1.944707661E9	40.54498461434037
1.9495080605E9	39.54036142725441
1.9572288845E9	41.27874759876783
1.9649497085E9	41.78513924414494
1.9726705325E9	40.613175920136115
1.9803913565E9	39.50918033518436
1.9881121805E9	41.75392870689497
1.9958330045E9	41.280752536344245
2.0035538285E9	41.47288326007551
2.0112746525E9	41.45368994854592
2.0189954765E9	41.850382480308504
2.0267163005E9	41.87518405735772
2.0344371245E9	41.67964637771833
2.0421579485E9	41.29260542621305
2.0498787725E9	41.70929785054726
2.0575995965E9	41.77036102565677
2.0653204205E9	41.59550825120831
2.0730412445E9	41.01757024049724
2.0769723195E9	39.85042851966606
2.0808327315E9	0.0
2.0884828925E9	0.0
2.0962037165E9	34.916929271435954
2.1039245405E9	40.920818099192694
2.1116453645E9	41.71885076052153
2.1193661885E9	41.552475726269606
2.1270870125E9	40.62970491476764
2.1348078365E9	41.19165409762861
2.1425286605E9	41.09880171179627
2.1502494845E9	41.813937653595524
2.1579703085E9	41.82210314247103
2.1656911325E9	41.566360360913286
2.1734119565E9	41.71818565535708
2.1811327805E9	41.85336971008725
2.1882002515E9	41.37687347788633
2.1920606635E9	0.0
2.1965744285E9	0.0
2.2042952525E9	3.746493146301136
2.2120160765E9	32.116562635952434
2.2197369005E9	41.42420827064918
2.2274577245E9	41.43969917444209
2.2351785485E9	41.842614073614776
2.2428993725E9	41.67960951951113
2.2506201965E9	41.80811618138858
2.2583410205E9	41.64705923202916
2.2660618445E9	41.718631066197965
2.2737826685E9	41.839140334366036
2.2815034925E9	41.75631026682939
2.2892243165E9	41.768378661857184
2.2957678785E9	38.15861682891717
2.2996282905E9	0.0
2.3046659645E9	0.0
2.3123867885E9	0.0
2.3201076125E9	13.975569752033481
2.3278284365E9	31.825432940992943
2.3355492605E9	40.93998350954788
2.3432700845E9	39.63274095979913
2.3509909085E9	41.646737226185735
2.3587117325E9	41.71822484185523
2.3664325565E9	41.76175759334318
2.3741533805E9	38.521861218340646
2.3818742045E9	35.837856128699315
2.3895950285E9	41.71189319265163
2.396948829E9	40.733059235169534
2.400809241E9	40.017648111934335
2.4050366765E9	40.18888909555851
2.4127575005E9	37.61344148595908
2.4204783245E9	30.285746116933424
2.4281991485E9	34.20968790047034
2.4359199725E9	15.37102240659127
2.4436407965E9	23.25539392680805
2.4513616205E9	41.69672217321984
2.4590824445E9	41.50859279616391
2.4668032685E9	40.65945897065536
2.4745240925E9	39.232615969684474
2.4822449165E9	41.777018791331386
2.4884429455E9	39.16677916265417
2.4923033575E9	41.29841075339565
2.4976865645E9	41.21986806018523
2.5054073885E9	38.395911984068306
2.5131282125E9	27.013071986155868
2.5208490365E9	38.494581798233234
2.5285698605E9	37.92685049301231
2.5362906845E9	38.7735482031707
2.5440115085E9	41.75052499987213
2.5517323325E9	39.78694859497262
2.5594531565E9	40.80071215664563
2.5671739805E9	41.671889000703466
2.572536198E9	41.53969140777647
2.57639661E9	40.841999831375176
2.5826156285E9	41.07276144101445
2.5903364525E9	31.09054313457902
2.5980572765E9	41.695335533469645
2.6057781005E9	41.814712391292396
2.6134989245E9	41.880308474223646
2.6212197485E9	40.98701243650291
2.6289405725E9	41.85699750055707
2.6366613965E9	41.65865014715399
2.6443822205E9	41.843304552056175
2.6513269605E9	41.84311526152409
2.6551873725E9	37.142912794560694
2.6598238685E9	40.27921241283145
2.6675446925E9	40.92093608920815
2.6752655165E9	39.99681947428046
2.6829863405E9	41.726421252065016
2.6907071645E9	39.813408460527214
2.6984279885E9	38.92808411729352
2.7061488125E9	38.583922944722865
2.7115190645E9	40.20139701491715
2.7153794765E9	41.570832166825575
2.7215904605E9	41.748985113155996
2.7293112845E9	41.793733302494786
2.7370321085E9	39.47640105769696
2.7447529325E9	31.329559741278597
2.7524737565E9	41.745457931093554
2.7601945805E9	41.13837253226303
2.7679154045E9	41.648794171243814
2.774624444E9	41.54146547776456
2.778484856E9	0.0
2.7833570525E9	5.952607544127501
2.7910778765E9	31.153535468678104
2.7987987005E9	41.802706216797006
2.8065195245E9	41.10676528478246
2.8142403485E9	41.55659438270599
2.8211419075E9	39.82674162437475
2.8250023195E9	0.0
2.8296819965E9	0.0
2.8374028205E9	10.627184580223364
2.8451236445E9	34.6827801647888
2.8528444685E9	40.90351726716264
2.8605652925E9	41.32444599950905
2.8682861165E9	41.11471939135004
2.8735740255E9	41.142219985875315
2.8774344375E9	38.85368944312339
2.8837277645E9	40.766675415630075
2.8914485885E9	41.5646844406031
2.8991694125E9	41.567618458597615
2.9068902365E9	41.76373649972178
2.9146110605E9	41.37249348064019
2.9223318845E9	38.42739657647746
2.9300527085E9	34.238975993509676
2.9377735325E9	41.02353544438031
2.9454943565E9	38.77678935530296
2.9532151805E9	41.32359088250068
2.9609360045E9	40.241003211443186
2.9686568285E9	33.08604336155382
2.9763776525E9	39.12860137508278
2.9840984765E9	41.528793409249
2.9918193005E9	38.14588663159647
2.9995401245E9	41.24020589508957
3.0072609485E9	40.41103818968529
3.0149817725E9	40.85063907289021
3.0227025965E9	39.273660024726794
3.028802713E9	35.722739601705705
3.032663125E9	12.119213483146067
3.0381442445E9	10.65493469843145
3.0458650685E9	6.504919969235041
3.0535858925E9	4.316617263553461
3.0613067165E9	7.265438734416866
3.0690275405E9	0.0
3.0767483645E9	0.0
3.0844393045E9	15.85026898592307
3.088278117E9	26.579006881089906
3.088307901E9	28.618431914469035
